school_id,school_name,school_disability,disability_percent,esl,esl_percent,poverty,poverty_percent
01M015,P.S. 015 Roberto Clemente,65,0.3,19,0.1,171,0.9
01M015,P.S. 015 Roberto Clemente,64,0.3,17,0.1,169,0.9
01M015,P.S. 015 Roberto Clemente,60,0.3,16,0.1,149,0.8
01M015,P.S. 015 Roberto Clemente,51,0.3,12,0.1,152,0.9
01M015,P.S. 015 Roberto Clemente,45,0.2,8,0.0,161,0.8
01M019,P.S. 019 Asher Levy,89,0.3,25,0.1,213,0.7
01M019,P.S. 019 Asher Levy,82,0.3,18,0.1,200,0.7
01M019,P.S. 019 Asher Levy,82,0.3,13,0.0,217,0.8
01M019,P.S. 019 Asher Levy,88,0.3,9,0.0,207,0.8
01M019,P.S. 019 Asher Levy,87,0.3,8,0.0,197,0.8
01M020,P.S. 020 Anna Silver,144,0.2,104,0.2,448,0.7
01M020,P.S. 020 Anna Silver,144,0.2,120,0.2,411,0.6
01M020,P.S. 020 Anna Silver,123,0.2,88,0.2,353,0.6
01M020,P.S. 020 Anna Silver,116,0.2,93,0.2,315,0.6
01M020,P.S. 020 Anna Silver,114,0.2,86,0.2,356,0.7
01M034,P.S. 034 Franklin D. Roosevelt,129,0.3,25,0.1,373,0.9
01M034,P.S. 034 Franklin D. Roosevelt,119,0.3,26,0.1,381,1.0
01M034,P.S. 034 Franklin D. Roosevelt,122,0.3,29,0.1,384,1.0
01M034,P.S. 034 Franklin D. Roosevelt,130,0.4,27,0.1,348,1.0
01M034,P.S. 034 Franklin D. Roosevelt,122,0.4,25,0.1,325,1.0
01M063,The STAR Academy - P.S.63,59,0.3,8,0.0,145,0.8
01M063,The STAR Academy - P.S.63,68,0.3,7,0.0,166,0.8
01M063,The STAR Academy - P.S.63,65,0.3,6,0.0,172,0.8
01M063,The STAR Academy - P.S.63,66,0.3,5,0.0,165,0.8
01M063,The STAR Academy - P.S.63,67,0.3,2,0.0,166,0.8
01M064,P.S. 064 Robert Simon,99,0.3,19,0.1,259,0.9
01M064,P.S. 064 Robert Simon,93,0.3,18,0.1,266,0.9
01M064,P.S. 064 Robert Simon,85,0.3,15,0.1,240,0.9
01M064,P.S. 064 Robert Simon,81,0.3,10,0.0,239,1.0
01M064,P.S. 064 Robert Simon,71,0.3,5,0.0,223,0.9
01M110,P.S. 110 Florence Nightingale,70,0.2,20,0.0,221,0.5
01M110,P.S. 110 Florence Nightingale,68,0.2,9,0.0,217,0.5
01M110,P.S. 110 Florence Nightingale,63,0.2,5,0.0,213,0.5
01M110,P.S. 110 Florence Nightingale,55,0.1,20,0.1,221,0.6
01M110,P.S. 110 Florence Nightingale,47,0.1,14,0.0,235,0.6
01M134,P.S. 134 Henrietta Szold,89,0.3,47,0.1,294,0.9
01M134,P.S. 134 Henrietta Szold,82,0.3,33,0.1,238,0.9
01M134,P.S. 134 Henrietta Szold,98,0.4,31,0.1,244,0.9
01M134,P.S. 134 Henrietta Szold,143,0.4,33,0.1,319,0.9
01M134,P.S. 134 Henrietta Szold,119,0.4,26,0.1,269,0.9
01M140,P.S. 140 Nathan Straus,137,0.3,55,0.1,314,0.8
01M140,P.S. 140 Nathan Straus,134,0.4,65,0.2,290,0.8
01M140,P.S. 140 Nathan Straus,132,0.4,54,0.1,296,0.8
01M140,P.S. 140 Nathan Straus,124,0.3,45,0.1,287,0.8
01M140,P.S. 140 Nathan Straus,115,0.3,36,0.1,324,0.9
01M142,P.S. 142 Amalia Castro,119,0.3,32,0.1,375,1.0
01M142,P.S. 142 Amalia Castro,117,0.3,40,0.1,372,1.0
01M142,P.S. 142 Amalia Castro,132,0.4,30,0.1,341,1.0
01M142,P.S. 142 Amalia Castro,121,0.3,32,0.1,349,1.0
01M142,P.S. 142 Amalia Castro,122,0.4,27,0.1,331,1.0
01M184,P.S. 184m Shuang Wen,76,0.1,91,0.1,474,0.7
01M184,P.S. 184m Shuang Wen,85,0.1,116,0.2,459,0.7
01M184,P.S. 184m Shuang Wen,121,0.2,115,0.2,468,0.7
01M184,P.S. 184m Shuang Wen,125,0.2,109,0.2,461,0.7
01M184,P.S. 184m Shuang Wen,113,0.2,103,0.2,462,0.7
01M188,P.S. 188 The Island School,141,0.3,76,0.2,437,0.9
01M188,P.S. 188 The Island School,131,0.3,71,0.1,412,0.9
01M188,P.S. 188 The Island School,146,0.3,77,0.2,424,0.9
01M188,P.S. 188 The Island School,138,0.3,64,0.1,382,0.9
01M188,P.S. 188 The Island School,126,0.3,69,0.2,396,0.9
01M292,Orchard Collegiate Academy,107,0.3,64,0.2,271,0.8
01M292,Orchard Collegiate Academy,83,0.3,30,0.1,227,0.9
01M292,Orchard Collegiate Academy,64,0.3,26,0.1,163,0.9
01M292,Orchard Collegiate Academy,38,0.3,20,0.1,128,0.9
01M292,Orchard Collegiate Academy,42,0.2,23,0.1,156,0.9
01M301,"Technology, Arts, and Sciences Studio",57,0.4,9,0.1,144,0.9
01M301,"Technology, Arts, and Sciences Studio",60,0.4,10,0.1,129,0.9
01M301,"Technology, Arts, and Sciences Studio",60,0.4,10,0.1,127,0.8
01M301,"Technology, Arts, and Sciences Studio",56,0.4,6,0.0,98,0.8
01M301,"Technology, Arts, and Sciences Studio",45,0.4,3,0.0,87,0.8
01M315,The East Village Community School,79,0.3,2,0.0,89,0.3
01M315,The East Village Community School,71,0.2,4,0.0,83,0.3
01M315,The East Village Community School,59,0.2,2,0.0,66,0.2
01M315,The East Village Community School,59,0.2,4,0.0,71,0.2
01M315,The East Village Community School,55,0.2,4,0.0,80,0.3
01M332,University Neighborhood Middle School,28,0.3,24,0.2,94,0.9
01M332,University Neighborhood Middle School,35,0.4,11,0.1,75,0.9
01M332,University Neighborhood Middle School,43,0.4,16,0.1,96,0.9
01M332,University Neighborhood Middle School,109,0.5,23,0.1,205,0.9
01M332,University Neighborhood Middle School,90,0.4,11,0.1,178,0.9
01M361,The Children's Workshop School,66,0.3,11,0.0,124,0.5
01M361,The Children's Workshop School,61,0.2,13,0.1,119,0.5
01M361,The Children's Workshop School,65,0.2,18,0.1,128,0.5
01M361,The Children's Workshop School,67,0.2,12,0.0,142,0.5
01M361,The Children's Workshop School,67,0.2,9,0.0,142,0.5
01M363,Neighborhood School,84,0.3,10,0.0,134,0.4
01M363,Neighborhood School,78,0.3,13,0.0,121,0.4
01M363,Neighborhood School,77,0.2,11,0.0,122,0.4
01M363,Neighborhood School,69,0.2,10,0.0,121,0.4
01M363,Neighborhood School,64,0.2,11,0.0,133,0.4
01M364,Earth School,62,0.2,12,0.0,132,0.4
01M364,Earth School,74,0.2,15,0.0,139,0.4
01M364,Earth School,85,0.3,19,0.1,157,0.5
01M364,Earth School,85,0.3,17,0.1,164,0.5
01M364,Earth School,91,0.3,21,0.1,188,0.5
01M378,School for Global Leaders,68,0.3,39,0.2,174,0.7
01M378,School for Global Leaders,77,0.3,32,0.1,170,0.7
01M378,School for Global Leaders,88,0.3,20,0.1,183,0.7
01M378,School for Global Leaders,103,0.4,29,0.1,195,0.7
01M378,School for Global Leaders,98,0.4,23,0.1,205,0.8
01M448,University Neighborhood High School,78,0.3,84,0.3,272,0.9
01M448,University Neighborhood High School,67,0.2,59,0.2,272,0.9
01M448,University Neighborhood High School,68,0.2,47,0.1,303,0.9
01M448,University Neighborhood High School,58,0.1,35,0.1,351,0.9
01M448,University Neighborhood High School,79,0.2,46,0.1,406,0.9
01M450,East Side Community School,188,0.3,12,0.0,486,0.7
01M450,East Side Community School,183,0.3,8,0.0,494,0.7
01M450,East Side Community School,191,0.3,6,0.0,471,0.7
01M450,East Side Community School,200,0.3,4,0.0,475,0.7
01M450,East Side Community School,180,0.3,6,0.0,442,0.6
01M458,Forsyth Satellite Academy,32,0.1,10,0.0,180,0.8
01M458,Forsyth Satellite Academy,31,0.2,16,0.1,147,0.8
01M458,Forsyth Satellite Academy,45,0.2,15,0.1,153,0.7
01M458,Forsyth Satellite Academy,45,0.2,11,0.1,145,0.7
01M458,Forsyth Satellite Academy,57,0.3,16,0.1,174,0.9
01M509,Marta Valle High School,97,0.2,33,0.1,337,0.8
01M509,Marta Valle High School,103,0.3,33,0.1,312,0.9
01M509,Marta Valle High School,76,0.3,22,0.1,245,0.9
01M509,Marta Valle High School,60,0.3,18,0.1,186,0.9
01M509,Marta Valle High School,38,0.3,10,0.1,138,0.9
01M515,Lower East Side Preparatory High School,13,0.0,409,0.7,236,0.4
01M515,Lower East Side Preparatory High School,20,0.0,365,0.7,203,0.4
01M515,Lower East Side Preparatory High School,29,0.1,354,0.6,198,0.4
01M515,Lower East Side Preparatory High School,30,0.1,390,0.7,186,0.3
01M515,Lower East Side Preparatory High School,26,0.0,391,0.7,417,0.7
01M539,"New Explorations into Science, Technology and Math",67,0.0,5,0.0,479,0.3
01M539,"New Explorations into Science, Technology and Math",66,0.0,2,0.0,490,0.3
01M539,"New Explorations into Science, Technology and Math",82,0.0,7,0.0,478,0.3
01M539,"New Explorations into Science, Technology and Math",107,0.1,7,0.0,441,0.3
01M539,"New Explorations into Science, Technology and Math",139,0.1,14,0.0,395,0.2
01M650,Cascades High School,19,0.1,4,0.0,176,0.8
01M650,Cascades High School,19,0.1,5,0.0,172,0.7
01M650,Cascades High School,20,0.1,8,0.0,172,0.7
01M650,Cascades High School,29,0.1,6,0.0,185,0.8
01M650,Cascades High School,33,0.1,7,0.0,201,0.8
01M696,Bard High School Early College,4,0.0,2,0.0,162,0.3
01M696,Bard High School Early College,6,0.0,0,0.0,191,0.4
01M696,Bard High School Early College,5,0.0,0,0.0,222,0.4
01M696,Bard High School Early College,16,0.0,0,0.0,250,0.5
01M696,Bard High School Early College,29,0.0,1,0.0,256,0.4
01M839,Tompkins Square Middle School,101,0.3,18,0.0,261,0.7
01M839,Tompkins Square Middle School,96,0.3,13,0.0,255,0.7
01M839,Tompkins Square Middle School,90,0.2,11,0.0,257,0.7
01M839,Tompkins Square Middle School,103,0.3,14,0.0,251,0.7
01M839,Tompkins Square Middle School,99,0.3,8,0.0,257,0.7
02M001,P.S. 001 Alfred E. Smith,99,0.2,161,0.3,350,0.7
02M001,P.S. 001 Alfred E. Smith,81,0.2,146,0.3,311,0.7
02M001,P.S. 001 Alfred E. Smith,101,0.3,100,0.3,246,0.6
02M001,P.S. 001 Alfred E. Smith,89,0.3,83,0.2,204,0.6
02M001,P.S. 001 Alfred E. Smith,81,0.3,64,0.2,250,0.8
02M002,P.S. 002 Meyer London,135,0.2,387,0.5,792,1.0
02M002,P.S. 002 Meyer London,137,0.2,317,0.4,740,1.0
02M002,P.S. 002 Meyer London,137,0.2,241,0.4,649,1.0
02M002,P.S. 002 Meyer London,121,0.2,191,0.3,579,1.0
02M002,P.S. 002 Meyer London,119,0.2,180,0.3,533,1.0
02M003,P.S. 003 Charrette School,156,0.2,31,0.0,128,0.2
02M003,P.S. 003 Charrette School,150,0.2,35,0.0,132,0.2
02M003,P.S. 003 Charrette School,152,0.2,34,0.0,132,0.2
02M003,P.S. 003 Charrette School,146,0.2,32,0.0,115,0.1
02M003,P.S. 003 Charrette School,139,0.2,24,0.0,157,0.2
02M006,P.S. 006 Lillie D. Blake,131,0.2,11,0.0,44,0.1
02M006,P.S. 006 Lillie D. Blake,123,0.2,18,0.0,55,0.1
02M006,P.S. 006 Lillie D. Blake,135,0.2,13,0.0,46,0.1
02M006,P.S. 006 Lillie D. Blake,114,0.2,22,0.0,44,0.1
02M006,P.S. 006 Lillie D. Blake,102,0.1,20,0.0,80,0.1
02M011,P.S. 011 William T. Harris,122,0.1,25,0.0,261,0.3
02M011,P.S. 011 William T. Harris,127,0.1,31,0.0,255,0.3
02M011,P.S. 011 William T. Harris,127,0.1,32,0.0,260,0.3
02M011,P.S. 011 William T. Harris,125,0.1,32,0.0,262,0.3
02M011,P.S. 011 William T. Harris,122,0.1,30,0.0,271,0.3
02M033,P.S. 033 Chelsea Prep,71,0.1,32,0.1,300,0.5
02M033,P.S. 033 Chelsea Prep,78,0.1,33,0.1,314,0.5
02M033,P.S. 033 Chelsea Prep,83,0.1,25,0.0,298,0.5
02M033,P.S. 033 Chelsea Prep,87,0.1,20,0.0,286,0.5
02M033,P.S. 033 Chelsea Prep,101,0.2,29,0.0,309,0.5
02M040,P.S. 040 Augustus Saint-Gaudens,102,0.2,7,0.0,69,0.1
02M040,P.S. 040 Augustus Saint-Gaudens,114,0.2,9,0.0,54,0.1
02M040,P.S. 040 Augustus Saint-Gaudens,115,0.2,16,0.0,53,0.1
02M040,P.S. 040 Augustus Saint-Gaudens,119,0.2,25,0.0,54,0.1
02M040,P.S. 040 Augustus Saint-Gaudens,107,0.2,21,0.0,63,0.1
02M041,P.S. 041 Greenwich Village,145,0.2,12,0.0,40,0.1
02M041,P.S. 041 Greenwich Village,128,0.2,9,0.0,31,0.0
02M041,P.S. 041 Greenwich Village,121,0.2,14,0.0,29,0.0
02M041,P.S. 041 Greenwich Village,113,0.2,10,0.0,31,0.0
02M041,P.S. 041 Greenwich Village,101,0.1,11,0.0,60,0.1
02M042,P.S. 042 Benjamin Altman,106,0.1,239,0.3,560,0.7
02M042,P.S. 042 Benjamin Altman,118,0.2,230,0.3,520,0.7
02M042,P.S. 042 Benjamin Altman,122,0.2,202,0.3,455,0.6
02M042,P.S. 042 Benjamin Altman,118,0.2,209,0.3,371,0.6
02M042,P.S. 042 Benjamin Altman,110,0.2,225,0.3,493,0.8
02M047,47 The American Sign Language and English Secondar,59,0.3,13,0.1,155,0.8
02M047,47 The American Sign Language and English Secondar,43,0.3,8,0.0,141,0.8
02M047,47 The American Sign Language and English Secondar,44,0.2,11,0.1,159,0.9
02M047,47 The American Sign Language and English Secondar,46,0.3,9,0.1,160,0.9
02M047,47 The American Sign Language and English Secondar,51,0.3,13,0.1,145,0.9
02M051,P.S. 051 Elias Howe,93,0.3,36,0.1,171,0.6
02M051,P.S. 051 Elias Howe,91,0.3,43,0.1,209,0.6
02M051,P.S. 051 Elias Howe,93,0.3,35,0.1,176,0.5
02M051,P.S. 051 Elias Howe,86,0.2,38,0.1,182,0.5
02M051,P.S. 051 Elias Howe,90,0.2,35,0.1,265,0.6
02M059,P.S. 059 Beekman Hill International,96,0.2,40,0.1,72,0.1
02M059,P.S. 059 Beekman Hill International,106,0.2,28,0.0,66,0.1
02M059,P.S. 059 Beekman Hill International,105,0.2,23,0.0,66,0.1
02M059,P.S. 059 Beekman Hill International,111,0.2,21,0.0,56,0.1
02M059,P.S. 059 Beekman Hill International,92,0.1,23,0.0,54,0.1
02M077,P.S. 77 Lower Lab School,44,0.1,0,0.0,23,0.1
02M077,P.S. 77 Lower Lab School,45,0.1,0,0.0,18,0.1
02M077,P.S. 77 Lower Lab School,40,0.1,0,0.0,15,0.0
02M077,P.S. 77 Lower Lab School,41,0.1,1,0.0,15,0.0
02M077,P.S. 77 Lower Lab School,34,0.1,0,0.0,20,0.1
02M089,P.S. 89,85,0.2,15,0.0,19,0.0
02M089,P.S. 89,70,0.2,19,0.0,17,0.0
02M089,P.S. 89,70,0.2,19,0.0,15,0.0
02M089,P.S. 89,72,0.2,16,0.0,12,0.0
02M089,P.S. 89,59,0.1,20,0.0,85,0.2
02M104,J.H.S. 104 Simon Baruch,184,0.2,72,0.1,689,0.7
02M104,J.H.S. 104 Simon Baruch,183,0.2,69,0.1,667,0.6
02M104,J.H.S. 104 Simon Baruch,199,0.2,52,0.0,621,0.6
02M104,J.H.S. 104 Simon Baruch,201,0.2,53,0.0,529,0.5
02M104,J.H.S. 104 Simon Baruch,193,0.2,47,0.0,497,0.4
02M111,P.S. 111 Adolph S. Ochs,153,0.3,83,0.2,337,0.6
02M111,P.S. 111 Adolph S. Ochs,137,0.3,54,0.1,282,0.6
02M111,P.S. 111 Adolph S. Ochs,117,0.3,48,0.1,197,0.5
02M111,P.S. 111 Adolph S. Ochs,84,0.3,51,0.2,173,0.5
02M111,P.S. 111 Adolph S. Ochs,80,0.2,49,0.1,238,0.6
02M114,East Side Middle School,71,0.2,0,0.0,62,0.1
02M114,East Side Middle School,73,0.2,0,0.0,51,0.1
02M114,East Side Middle School,64,0.1,0,0.0,41,0.1
02M114,East Side Middle School,70,0.2,0,0.0,31,0.1
02M114,East Side Middle School,71,0.2,0,0.0,49,0.1
02M116,P.S. 116 Mary Lindley Murray,112,0.2,66,0.1,270,0.4
02M116,P.S. 116 Mary Lindley Murray,109,0.2,59,0.1,251,0.4
02M116,P.S. 116 Mary Lindley Murray,108,0.2,68,0.1,222,0.3
02M116,P.S. 116 Mary Lindley Murray,115,0.2,56,0.1,211,0.4
02M116,P.S. 116 Mary Lindley Murray,89,0.2,44,0.1,193,0.4
02M124,P.S. 124 Yung Wing,86,0.1,278,0.3,432,0.5
02M124,P.S. 124 Yung Wing,82,0.1,281,0.3,402,0.5
02M124,P.S. 124 Yung Wing,83,0.1,238,0.3,368,0.5
02M124,P.S. 124 Yung Wing,90,0.1,239,0.3,336,0.4
02M124,P.S. 124 Yung Wing,92,0.1,221,0.3,394,0.5
02M126,P.S. 126 Jacob August Riis,140,0.2,158,0.2,664,0.8
02M126,P.S. 126 Jacob August Riis,136,0.2,172,0.2,640,0.8
02M126,P.S. 126 Jacob August Riis,141,0.2,130,0.2,608,0.8
02M126,P.S. 126 Jacob August Riis,145,0.2,140,0.2,630,0.8
02M126,P.S. 126 Jacob August Riis,143,0.2,131,0.2,624,0.8
02M130,P.S. 130 Hernando De Soto,128,0.1,150,0.2,525,0.5
02M130,P.S. 130 Hernando De Soto,128,0.1,170,0.2,489,0.5
02M130,P.S. 130 Hernando De Soto,127,0.1,126,0.1,470,0.5
02M130,P.S. 130 Hernando De Soto,147,0.2,141,0.1,444,0.5
02M130,P.S. 130 Hernando De Soto,127,0.1,142,0.2,433,0.5
02M131,M.S. 131,101,0.2,200,0.4,431,1.0
02M131,M.S. 131,110,0.3,170,0.4,387,1.0
02M131,M.S. 131,115,0.3,145,0.3,401,1.0
02M131,M.S. 131,110,0.2,156,0.3,428,0.9
02M131,M.S. 131,112,0.3,142,0.3,407,0.9
02M135,The Urban Assembly School for Emergency Management,20,0.2,8,0.1,90,0.8
02M135,The Urban Assembly School for Emergency Management,38,0.2,14,0.1,156,0.8
02M135,The Urban Assembly School for Emergency Management,56,0.2,22,0.1,185,0.7
02M135,The Urban Assembly School for Emergency Management,60,0.2,21,0.1,207,0.7
02M135,The Urban Assembly School for Emergency Management,58,0.2,14,0.0,229,0.8
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,27,0.3,11,0.1,71,0.8
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,57,0.3,15,0.1,164,0.8
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,83,0.3,19,0.1,217,0.8
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,103,0.3,26,0.1,313,0.8
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,97,0.2,26,0.1,330,0.8
02M150,P.S. 150,29,0.2,5,0.0,31,0.2
02M150,P.S. 150,32,0.2,6,0.0,29,0.2
02M150,P.S. 150,28,0.2,4,0.0,26,0.1
02M150,P.S. 150,28,0.2,5,0.0,16,0.1
02M150,P.S. 150,22,0.1,5,0.0,22,0.1
02M151,Yorkville Community School,83,0.2,31,0.1,176,0.4
02M151,Yorkville Community School,108,0.2,42,0.1,222,0.4
02M151,Yorkville Community School,113,0.2,35,0.1,223,0.4
02M151,Yorkville Community School,95,0.2,26,0.0,216,0.4
02M151,Yorkville Community School,87,0.2,20,0.0,217,0.4
02M158,P.S. 158 Bayard Taylor,162,0.2,26,0.0,99,0.1
02M158,P.S. 158 Bayard Taylor,142,0.2,32,0.0,101,0.1
02M158,P.S. 158 Bayard Taylor,138,0.2,39,0.1,89,0.1
02M158,P.S. 158 Bayard Taylor,117,0.1,44,0.1,81,0.1
02M158,P.S. 158 Bayard Taylor,117,0.1,38,0.0,95,0.1
02M167,J.H.S. 167 Robert F. Wagner,224,0.2,62,0.0,635,0.5
02M167,J.H.S. 167 Robert F. Wagner,251,0.2,61,0.0,643,0.5
02M167,J.H.S. 167 Robert F. Wagner,251,0.2,52,0.0,593,0.4
02M167,J.H.S. 167 Robert F. Wagner,215,0.2,51,0.0,456,0.3
02M167,J.H.S. 167 Robert F. Wagner,216,0.2,42,0.0,409,0.3
02M177,Yorkville East Middle School,16,0.3,2,0.0,20,0.4
02M177,Yorkville East Middle School,42,0.3,2,0.0,53,0.4
02M177,Yorkville East Middle School,60,0.3,3,0.0,61,0.3
02M177,Yorkville East Middle School,61,0.3,4,0.0,80,0.3
02M183,P.S. 183 Robert L. Stevenson,123,0.2,32,0.1,57,0.1
02M183,P.S. 183 Robert L. Stevenson,120,0.2,33,0.1,57,0.1
02M183,P.S. 183 Robert L. Stevenson,107,0.2,33,0.1,47,0.1
02M183,P.S. 183 Robert L. Stevenson,107,0.2,40,0.1,38,0.1
02M183,P.S. 183 Robert L. Stevenson,91,0.2,28,0.0,66,0.1
02M198,P.S. 198 Isador E. Ida Straus,98,0.2,31,0.1,285,0.6
02M198,P.S. 198 Isador E. Ida Straus,95,0.2,28,0.1,235,0.5
02M198,P.S. 198 Isador E. Ida Straus,100,0.2,34,0.1,214,0.4
02M198,P.S. 198 Isador E. Ida Straus,103,0.2,30,0.1,187,0.4
02M198,P.S. 198 Isador E. Ida Straus,99,0.2,27,0.1,176,0.4
02M212,P.S. 212 Midtown West,58,0.2,9,0.0,81,0.2
02M212,P.S. 212 Midtown West,49,0.1,9,0.0,70,0.2
02M212,P.S. 212 Midtown West,52,0.1,9,0.0,81,0.2
02M212,P.S. 212 Midtown West,55,0.1,10,0.0,80,0.2
02M212,P.S. 212 Midtown West,41,0.1,13,0.0,82,0.2
02M217,P.S./I.S. 217 Roosevelt Island,56,0.1,38,0.1,208,0.4
02M217,P.S./I.S. 217 Roosevelt Island,70,0.1,41,0.1,189,0.4
02M217,P.S./I.S. 217 Roosevelt Island,77,0.1,43,0.1,212,0.4
02M217,P.S./I.S. 217 Roosevelt Island,76,0.1,68,0.1,206,0.3
02M217,P.S./I.S. 217 Roosevelt Island,71,0.1,101,0.2,208,0.3
02M225,Ella Baker School,65,0.2,9,0.0,136,0.4
02M225,Ella Baker School,69,0.2,12,0.0,140,0.4
02M225,Ella Baker School,74,0.2,10,0.0,134,0.4
02M225,Ella Baker School,70,0.2,9,0.0,113,0.4
02M225,Ella Baker School,68,0.2,3,0.0,107,0.3
02M234,P.S. 234 Independence School,146,0.2,10,0.0,45,0.1
02M234,P.S. 234 Independence School,126,0.2,12,0.0,35,0.0
02M234,P.S. 234 Independence School,131,0.2,9,0.0,23,0.0
02M234,P.S. 234 Independence School,128,0.2,16,0.0,33,0.0
02M234,P.S. 234 Independence School,99,0.2,10,0.0,63,0.1
02M255,M.S. 255 Salk School of Science,52,0.1,0,0.0,61,0.2
02M255,M.S. 255 Salk School of Science,48,0.1,0,0.0,41,0.1
02M255,M.S. 255 Salk School of Science,52,0.1,0,0.0,42,0.1
02M255,M.S. 255 Salk School of Science,60,0.2,1,0.0,42,0.1
02M255,M.S. 255 Salk School of Science,64,0.2,2,0.0,41,0.1
02M260,M.S. 260 Clinton School Writers & Artists,57,0.2,4,0.0,87,0.3
02M260,M.S. 260 Clinton School Writers & Artists,46,0.2,3,0.0,56,0.2
02M260,M.S. 260 Clinton School Writers & Artists,66,0.2,3,0.0,55,0.1
02M260,M.S. 260 Clinton School Writers & Artists,81,0.2,3,0.0,52,0.1
02M260,M.S. 260 Clinton School Writers & Artists,99,0.2,2,0.0,82,0.1
02M267,"East Side Elementary School, PS 267",54,0.2,12,0.0,20,0.1
02M267,"East Side Elementary School, PS 267",56,0.2,7,0.0,24,0.1
02M267,"East Side Elementary School, PS 267",68,0.2,16,0.0,25,0.1
02M267,"East Side Elementary School, PS 267",75,0.2,16,0.0,24,0.1
02M267,"East Side Elementary School, PS 267",60,0.2,21,0.1,41,0.1
02M276,Battery Park City School,119,0.1,31,0.0,103,0.1
02M276,Battery Park City School,139,0.2,18,0.0,77,0.1
02M276,Battery Park City School,144,0.2,19,0.0,62,0.1
02M276,Battery Park City School,158,0.2,14,0.0,74,0.1
02M276,Battery Park City School,147,0.2,26,0.0,104,0.1
02M280,Manhattan Early College School for Advertising,22,0.2,1,0.0,72,0.7
02M280,Manhattan Early College School for Advertising,43,0.2,5,0.0,153,0.8
02M280,Manhattan Early College School for Advertising,61,0.2,9,0.0,228,0.8
02M280,Manhattan Early College School for Advertising,79,0.2,14,0.0,294,0.8
02M281,The River School,10,0.1,5,0.1,24,0.3
02M281,The River School,16,0.2,19,0.2,34,0.3
02M281,The River School,29,0.2,27,0.2,48,0.3
02M281,The River School,39,0.2,25,0.1,42,0.2
02M281,The River School,40,0.1,50,0.2,75,0.3
02M282,Urban Assembly Maker Academy,6,0.1,4,0.0,84,0.8
02M282,Urban Assembly Maker Academy,25,0.1,7,0.0,153,0.8
02M282,Urban Assembly Maker Academy,39,0.1,10,0.0,223,0.8
02M282,Urban Assembly Maker Academy,65,0.2,18,0.0,287,0.7
02M288,Food and Finance High School,71,0.2,13,0.0,366,0.8
02M288,Food and Finance High School,67,0.2,13,0.0,339,0.8
02M288,Food and Finance High School,67,0.2,12,0.0,345,0.8
02M288,Food and Finance High School,74,0.2,21,0.1,318,0.8
02M288,Food and Finance High School,80,0.2,20,0.1,333,0.9
02M289,I.S. 289,49,0.2,2,0.0,114,0.4
02M289,I.S. 289,49,0.2,4,0.0,101,0.3
02M289,I.S. 289,57,0.2,3,0.0,121,0.4
02M289,I.S. 289,66,0.2,3,0.0,123,0.4
02M289,I.S. 289,66,0.2,5,0.0,142,0.5
02M290,P.S. 290 Manhattan New School,108,0.2,33,0.0,82,0.1
02M290,P.S. 290 Manhattan New School,98,0.2,26,0.0,65,0.1
02M290,P.S. 290 Manhattan New School,86,0.1,19,0.0,63,0.1
02M290,P.S. 290 Manhattan New School,88,0.1,23,0.0,64,0.1
02M290,P.S. 290 Manhattan New School,89,0.1,17,0.0,69,0.1
02M294,Essex Street Academy,81,0.2,13,0.0,256,0.7
02M294,Essex Street Academy,93,0.3,15,0.0,246,0.7
02M294,Essex Street Academy,98,0.3,14,0.0,254,0.7
02M294,Essex Street Academy,102,0.3,15,0.0,257,0.7
02M294,Essex Street Academy,89,0.3,12,0.0,234,0.7
02M296,High School of Hospitality Management,81,0.2,27,0.1,397,0.9
02M296,High School of Hospitality Management,74,0.2,33,0.1,382,0.9
02M296,High School of Hospitality Management,78,0.2,34,0.1,363,0.9
02M296,High School of Hospitality Management,85,0.2,34,0.1,366,0.9
02M296,High School of Hospitality Management,81,0.2,37,0.1,359,0.9
02M297,M.S. 297,42,0.2,6,0.0,58,0.3
02M298,Pace High School,52,0.1,5,0.0,341,0.8
02M298,Pace High School,49,0.1,5,0.0,342,0.8
02M298,Pace High School,76,0.2,8,0.0,383,0.8
02M298,Pace High School,98,0.2,12,0.0,379,0.7
02M298,Pace High School,105,0.2,13,0.0,425,0.8
02M300,"Urban Assembly School of Design and Construction,",82,0.2,40,0.1,342,0.8
02M300,"Urban Assembly School of Design and Construction,",86,0.2,26,0.1,335,0.8
02M300,"Urban Assembly School of Design and Construction,",89,0.2,30,0.1,313,0.8
02M300,"Urban Assembly School of Design and Construction,",92,0.2,43,0.1,313,0.8
02M300,"Urban Assembly School of Design and Construction,",85,0.2,37,0.1,306,0.9
02M303,"Facing History School, The",98,0.2,91,0.2,306,0.7
02M303,"Facing History School, The",102,0.3,79,0.2,301,0.7
02M303,"Facing History School, The",99,0.2,74,0.2,291,0.7
02M303,"Facing History School, The",100,0.2,71,0.2,305,0.7
02M303,"Facing History School, The",89,0.2,57,0.1,310,0.8
02M305,"Urban Assembly Academy of Government and Law, The",57,0.2,15,0.0,270,0.8
